Crop,State,Season,Area,Cost_of_Cultivation,Cost_of_Production,Annual_Rainfall,Temperature,Yield,Production
Rice,Madhya Pradesh,Rabi,593.44,44642.92,35665.95,1558.79,26.02,2802.34,1663.02
Rice,Uttar Pradesh,Rabi,785.53,40203.58,24575.32,1136.84,37.46,2822.56,2217.21
Sugarcane,Madhya Pradesh,Rabi,150.77,38293.83,25116.92,918.6,18.23,71211.9,10736.62
Soybean,Tamil Nadu,Zaid,56.11,59054.22,40027.85,1289.35,26.09,1668.57,93.62
Sugarcane,Rajasthan,Rabi,173.53,29188.4,24139.44,1617.9,25.12,73290.38,12718.08
Cotton,Madhya Pradesh,Kharif,523.42,65833.07,55794.3,1734.6,31.83,1191.64,623.73
Soybean,Karnataka,Zaid,340.66,47828.36,41967.55,1864.64,22.2,2010.99,685.06
Maize,Tamil Nadu,Zaid,808.92,46391.93,27981.4,1594.85,17.66,2755.58,2229.04
Sugarcane,Andhra Pradesh,Kharif,38.63,38639.97,23915.15,1641.54,28.24,59738.24,2307.69
Cotton,Haryana,Kharif,79.19,52403.38,37843.08,1534.58,17.75,1063.7,84.23
Cotton,Uttar Pradesh,Kharif,83.26,60524.59,47789.44,1246.84,18.34,1046.91,87.17
Jowar,Rajasthan,Kharif,183.64,15487.65,10894.45,1120.88,19.61,1277.83,234.66
Soybean,Andhra Pradesh,Zaid,628.65,17359.34,11305.64,1035.68,23.91,1571.8,988.11
Barley,Maharashtra,Rabi,886.39,28676.78,24401.57,1079.94,21.85,2885.27,2557.47
Rice,Tamil Nadu,Zaid,971.31,35480.15,25243.13,631.55,17.86,2188.57,2125.78
Wheat,Tamil Nadu,Rabi,62.01,61877.77,55560.4,1687.81,36.3,4031.25,249.98
Groundnut,Gujarat,Zaid,993.36,19767.32,16973.71,963.88,28.1,1666.77,1655.7
Wheat,Haryana,Zaid,139.83,38026.55,32869.63,1252.9,24.49,3690.83,516.09
Cotton,Gujarat,Kharif,717.44,20791.11,13968.13,617.64,23.89,701.85,503.54
Groundnut,Madhya Pradesh,Rabi,72.36,54362.06,38989.05,1602.34,26.13,1815.39,131.36
Soybean,Haryana,Kharif,50.24,43826.13,26727.39,1096.3,37.13,1337.57,67.2
Soybean,Madhya Pradesh,Zaid,990.09,32737.35,27921.26,606.5,16.57,1447.46,1433.12
Rice,Uttar Pradesh,Kharif,938.37,15690.15,12838.16,825.65,24.37,2507.1,2352.59
Barley,Karnataka,Kharif,348.07,36992.23,26199.45,1704.81,26.3,3267.51,1137.32
Rice,Punjab,Rabi,229.8,50482.54,35360.84,1863.25,31.34,3034.67,697.37
Soybean,Tamil Nadu,Rabi,353.96,43868.25,34212.5,1263.33,31.35,1562.33,553.0
Barley,Rajasthan,Rabi,407.39,42421.31,32240.11,1421.13,16.04,2934.1,1195.32
Cotton,Madhya Pradesh,Rabi,758.77,48078.46,33856.04,617.96,23.69,611.15,463.72
Barley,Tamil Nadu,Kharif,184.25,66777.61,50731.31,1749.0,23.55,3350.04,617.24
Groundnut,Madhya Pradesh,Zaid,522.07,22738.25,15141.46,1119.31,16.06,1428.25,745.65
Groundnut,Maharashtra,Kharif,46.08,38268.23,32826.23,528.95,36.19,1255.78,57.87
Sunflower,Rajasthan,Zaid,555.93,41660.77,35432.86,1891.16,39.73,1719.46,955.9
Barley,Punjab,Zaid,424.34,43081.34,28195.58,1939.17,29.47,3124.1,1325.68
Sunflower,Rajasthan,Rabi,485.97,61071.88,40667.36,897.05,15.51,1199.01,582.68
Maize,Uttar Pradesh,Kharif,325.8,18113.14,15395.41,376.79,31.33,2281.68,743.37
Barley,Tamil Nadu,Zaid,191.15,53171.1,41515.46,613.71,21.83,2997.16,572.91
Rice,Madhya Pradesh,Kharif,768.53,56686.58,44519.24,1637.88,23.36,2739.48,2105.37
Cotton,Andhra Pradesh,Rabi,640.8,37770.06,26048.04,1916.17,17.88,1365.76,875.18
Cotton,Maharashtra,Zaid,217.55,69133.74,58936.69,1641.31,23.26,1119.6,243.57
Soybean,Tamil Nadu,Rabi,538.71,23023.91,17634.27,1402.83,24.75,1873.01,1009.01
Sugarcane,Punjab,Zaid,171.17,17018.94,11158.85,1600.57,25.13,65739.32,11252.6
Soybean,Andhra Pradesh,Rabi,42.43,52551.39,36377.91,1250.97,38.32,1593.69,67.62
Sugarcane,Madhya Pradesh,Rabi,957.89,23679.05,16993.08,1735.04,35.17,65141.75,62398.63
Cotton,Madhya Pradesh,Rabi,132.21,36063.19,23841.18,1394.8,39.86,1076.36,142.31
Groundnut,Karnataka,Kharif,506.25,44903.58,33295.82,757.14,16.4,1454.26,736.22
Sunflower,Rajasthan,Rabi,988.09,39113.04,24245.25,1926.91,34.83,1806.15,1784.64
Jowar,Haryana,Kharif,915.56,61888.08,47898.27,1184.59,38.27,1413.86,1294.47
Wheat,Karnataka,Rabi,125.82,23830.68,19136.54,1220.44,15.46,3554.24,447.19
Rice,Gujarat,Kharif,656.09,65888.58,44429.93,1753.9,38.01,3143.85,2062.65
Soybean,Uttar Pradesh,Zaid,842.19,47641.73,34442.77,1135.87,36.82,1480.07,1246.5
Jowar,Gujarat,Kharif,25.51,46385.43,40135.38,329.56,25.13,975.41,24.88
Cotton,Uttar Pradesh,Zaid,507.81,45374.73,36921.82,1123.72,20.61,951.48,483.17
Soybean,Gujarat,Rabi,830.01,51246.88,42063.39,1892.02,38.99,1949.75,1618.31
Maize,Uttar Pradesh,Kharif,879.62,46902.4,34397.36,1617.24,33.5,2542.25,2236.21
Cotton,Gujarat,Zaid,454.78,54294.67,39131.76,619.57,28.52,654.78,297.78
Cotton,Gujarat,Zaid,390.64,65031.57,43419.38,621.66,30.42,646.34,252.49
Sunflower,Punjab,Rabi,618.48,22207.05,15610.51,1448.83,17.45,1710.34,1057.81
Maize,Andhra Pradesh,Rabi,996.08,36289.22,31634.71,799.1,33.83,2325.16,2316.05
Barley,Karnataka,Rabi,823.82,26630.98,19831.16,1124.28,37.26,2544.44,2096.16
Barley,Karnataka,Kharif,452.28,43550.05,36717.94,1027.09,32.54,2357.18,1066.11
Jowar,Uttar Pradesh,Zaid,564.62,63766.84,50992.23,1400.44,21.16,1375.02,776.36
Cotton,Haryana,Kharif,786.72,35047.55,31424.62,1309.55,24.99,1057.79,832.18
Wheat,Karnataka,Kharif,892.73,42619.96,33828.72,656.28,25.43,3575.31,3191.79
Rice,Uttar Pradesh,Rabi,318.42,23311.06,16012.73,695.71,38.09,2312.5,736.35
Soybean,Andhra Pradesh,Kharif,415.85,36138.65,29688.53,1616.17,30.18,1959.52,814.87
Sugarcane,Maharashtra,Zaid,14.78,55289.31,43065.28,885.09,22.04,59703.56,882.42
Soybean,Uttar Pradesh,Zaid,281.3,46051.43,28653.98,1118.99,37.39,1566.01,440.52
Jowar,Haryana,Rabi,586.43,65558.98,47095.06,417.56,23.7,1078.55,632.49
Wheat,Haryana,Kharif,506.8,16796.03,10426.89,737.87,28.6,3096.27,1569.19
Soybean,Haryana,Kharif,326.17,58001.21,39084.48,1438.61,23.09,1928.98,629.18
Groundnut,Madhya Pradesh,Kharif,66.15,28699.23,22142.94,331.14,21.27,1321.14,87.39
Groundnut,Gujarat,Rabi,561.49,33576.57,20867.68,1903.96,34.33,2035.4,1142.86
Sugarcane,Uttar Pradesh,Zaid,201.48,21843.29,15367.09,533.84,39.96,72037.85,14514.19
Rice,Karnataka,Rabi,629.25,38031.5,27593.65,365.33,25.85,2129.2,1339.8
Groundnut,Madhya Pradesh,Zaid,889.1,60968.31,47707.26,960.27,27.58,1773.38,1576.71
Sunflower,Madhya Pradesh,Zaid,938.89,48403.27,31341.93,1153.65,36.56,1463.12,1373.71
Sugarcane,Punjab,Zaid,493.25,26467.2,17173.35,371.99,28.97,68138.63,33609.38
Cotton,Tamil Nadu,Kharif,741.24,29250.4,20569.76,1983.8,24.36,1370.61,1015.95
Cotton,Madhya Pradesh,Zaid,560.68,47086.44,35004.94,1233.26,19.95,1043.01,584.79
Rice,Tamil Nadu,Kharif,651.06,24778.91,15248.24,1461.03,21.28,3250.73,2116.42
Sugarcane,Maharashtra,Rabi,185.99,27063.05,18331.41,1261.19,27.6,65561.87,12193.85
Cotton,Punjab,Kharif,604.22,69484.55,47221.56,405.98,15.8,551.5,333.23
Rice,Andhra Pradesh,Kharif,688.55,29981.15,25472.54,442.33,34.33,2478.12,1706.31
Groundnut,Maharashtra,Kharif,304.55,50991.64,38052.55,922.72,31.14,1582.35,481.9
Groundnut,Madhya Pradesh,Kharif,472.11,62786.79,45486.17,1208.92,15.5,1767.11,834.27
Rice,Rajasthan,Kharif,189.04,52910.09,32791.88,1096.47,31.56,2583.31,488.35
Sugarcane,Uttar Pradesh,Kharif,52.78,55854.26,36400.7,354.07,26.28,75121.4,3964.91
Soybean,Haryana,Kharif,13.35,21048.86,14925.7,1286.29,19.83,1770.01,23.63
Rice,Rajasthan,Kharif,141.14,66983.88,58941.01,683.36,30.36,2572.14,363.03
Soybean,Rajasthan,Rabi,278.69,24916.19,21688.81,587.36,37.07,1459.91,406.86
Sugarcane,Maharashtra,Rabi,100.59,59412.43,38057.94,1312.13,23.57,66885.57,6728.02
Sunflower,Andhra Pradesh,Zaid,76.8,51042.93,38105.06,532.69,38.4,1099.93,84.47
Jowar,Uttar Pradesh,Kharif,70.41,38050.78,29485.62,550.02,34.14,1108.26,78.03
Wheat,Punjab,Zaid,469.21,29389.12,25758.99,1010.25,36.6,3445.24,1616.54
Cotton,Rajasthan,Rabi,112.08,39256.91,27721.71,679.64,31.05,679.68,76.18
Jowar,Uttar Pradesh,Zaid,858.08,33831.0,23005.01,1974.27,37.78,1779.86,1527.26
Wheat,Haryana,Kharif,981.62,54133.21,39272.38,1488.18,39.99,3448.93,3385.54
Cotton,Tamil Nadu,Zaid,938.4,21250.82,17243.67,1746.37,38.86,1281.59,1202.64
Rice,Punjab,Kharif,431.39,68233.82,54888.79,835.86,33.35,2155.78,929.98
Wheat,Haryana,Zaid,159.39,17604.25,11597.57,1289.3,34.65,3451.17,550.08
Soybean,Rajasthan,Zaid,85.35,29917.12,24840.92,1256.42,28.99,1785.63,152.4
Barley,Uttar Pradesh,Zaid,514.1,15581.19,12496.97,1020.27,27.77,2942.01,1512.49
Cotton,Tamil Nadu,Zaid,248.93,35828.85,30290.89,1851.86,20.06,1239.02,308.43
Groundnut,Madhya Pradesh,Rabi,522.07,38874.2,25563.39,1129.97,25.03,1764.36,921.12
Maize,Gujarat,Kharif,120.17,66383.0,45640.08,1793.18,22.08,2907.95,349.45
Sunflower,Rajasthan,Zaid,192.88,29534.29,25117.72,1386.36,25.15,1530.95,295.29
Sugarcane,Madhya Pradesh,Rabi,349.19,60645.49,52627.97,617.62,30.49,68251.96,23832.9
Cotton,Maharashtra,Zaid,998.2,68707.9,61048.59,1964.44,34.83,1357.12,1354.68
Rice,Andhra Pradesh,Zaid,66.26,59533.33,52735.98,916.19,18.8,2449.1,162.28
Maize,Tamil Nadu,Kharif,197.09,56681.55,44912.19,1870.12,34.57,2921.24,575.75
Maize,Maharashtra,Zaid,499.23,50950.0,43382.72,1892.01,22.94,2738.24,1367.01
Barley,Tamil Nadu,Zaid,234.23,19395.33,11640.42,1334.14,24.05,2866.96,671.53
Groundnut,Punjab,Rabi,650.75,34587.65,30752.93,1891.45,36.2,2239.59,1457.41
Rice,Rajasthan,Rabi,742.22,53288.03,46211.57,1517.76,39.95,3076.16,2283.19
Sugarcane,Punjab,Zaid,846.83,28289.33,22844.3,410.79,39.08,62139.86,52621.9
Barley,Maharashtra,Kharif,983.6,63221.24,40974.3,1230.73,23.71,2435.02,2395.09
Rice,Uttar Pradesh,Zaid,537.63,30343.1,20836.45,1555.87,15.74,2751.49,1479.28
Sunflower,Gujarat,Zaid,669.18,35332.77,23458.88,1804.28,39.53,1734.77,1160.87
Barley,Haryana,Zaid,336.04,50138.28,32951.62,1851.86,26.65,3134.77,1053.41
Wheat,Tamil Nadu,Kharif,33.62,29760.81,22049.62,430.23,32.65,2789.34,93.78
Jowar,Karnataka,Zaid,395.34,46031.99,30763.45,1357.74,15.3,1469.97,581.14
Groundnut,Tamil Nadu,Kharif,138.23,51915.24,46399.4,1204.35,20.35,1727.27,238.76
Soybean,Madhya Pradesh,Kharif,572.16,69284.73,58736.76,749.99,33.14,1593.38,911.67
Cotton,Uttar Pradesh,Kharif,147.98,41045.46,34362.51,776.19,35.93,702.84,104.01
Maize,Karnataka,Rabi,830.04,26028.02,22557.61,847.73,15.34,2704.15,2244.55
Barley,Tamil Nadu,Zaid,829.22,54422.71,33185.53,934.98,30.8,2279.79,1890.45
Sunflower,Rajasthan,Rabi,920.31,38512.16,27324.96,1663.78,28.24,1676.98,1543.34
Groundnut,Andhra Pradesh,Zaid,153.31,61463.47,40487.99,1884.88,21.26,1910.12,292.84
Groundnut,Tamil Nadu,Zaid,124.62,17744.72,13605.97,335.27,17.59,1450.95,180.82
Maize,Andhra Pradesh,Zaid,400.89,41554.96,29367.15,847.59,32.16,2480.73,994.5
Sugarcane,Haryana,Zaid,611.63,18791.3,16148.17,785.26,30.38,59179.06,36195.69
Maize,Tamil Nadu,Zaid,67.44,62713.23,44999.62,921.17,28.57,2715.74,183.15
Groundnut,Maharashtra,Kharif,457.82,33741.99,24980.69,829.41,25.95,1512.62,692.51
Wheat,Madhya Pradesh,Rabi,493.08,46507.63,30226.52,1820.37,20.78,3738.09,1843.18
Sugarcane,Maharashtra,Kharif,377.35,65004.74,54397.42,1576.02,39.27,61371.74,23158.63
Wheat,Punjab,Kharif,909.97,58498.89,44986.45,429.56,31.32,2780.62,2530.28
Maize,Maharashtra,Rabi,546.73,67446.54,44173.48,1330.26,20.29,2552.87,1395.73
Barley,Andhra Pradesh,Kharif,191.16,15394.59,10074.13,861.76,28.46,2819.12,538.9
Barley,Gujarat,Rabi,390.34,59536.45,43001.96,344.97,16.45,2651.26,1034.89
Rice,Gujarat,Rabi,364.69,66623.02,53221.19,1735.37,34.15,2843.94,1037.16
Barley,Tamil Nadu,Kharif,356.7,50180.44,30630.99,1474.05,28.2,2476.4,883.33
Jowar,Gujarat,Zaid,464.09,48501.63,29195.4,1982.53,24.1,1855.61,861.17
Sugarcane,Karnataka,Rabi,709.97,44008.98,33198.88,448.72,31.4,72866.11,51732.75
Barley,Maharashtra,Kharif,205.83,26444.41,17070.0,1229.3,38.0,3153.84,649.15
Sugarcane,Andhra Pradesh,Zaid,371.68,66946.66,54336.23,1582.14,21.06,76228.45,28332.59
Jowar,Tamil Nadu,Zaid,307.18,20606.25,12751.49,893.07,35.12,1212.16,372.35
Cotton,Andhra Pradesh,Rabi,928.87,47523.37,30242.02,612.85,38.86,667.96,620.45
Groundnut,Andhra Pradesh,Zaid,895.35,39405.44,31442.2,1931.47,17.5,2009.69,1799.38
Wheat,Rajasthan,Kharif,398.56,26351.27,20165.94,488.26,22.22,3283.58,1308.7
Cotton,Haryana,Kharif,13.23,48484.12,30042.67,946.64,15.09,770.75,10.2
Barley,Punjab,Rabi,747.03,26083.99,18321.21,1943.25,29.85,3777.61,2821.99
Wheat,Madhya Pradesh,Rabi,686.03,52453.79,40168.61,1258.08,33.39,3364.17,2307.92
Groundnut,Haryana,Kharif,538.35,40035.08,29571.29,1028.18,28.28,1476.82,795.05
Sugarcane,Rajasthan,Rabi,490.48,61310.43,45528.58,1521.09,23.42,65438.11,32096.08
Sugarcane,Gujarat,Rabi,977.63,52289.89,37762.4,344.3,29.13,80380.66,78582.54
Groundnut,Uttar Pradesh,Rabi,405.21,64464.65,41890.38,1427.43,20.11,1919.73,777.89
Maize,Andhra Pradesh,Kharif,820.72,25735.66,16547.74,344.25,20.93,1654.14,1357.59
Sunflower,Andhra Pradesh,Zaid,199.64,26079.42,15976.54,1949.65,35.18,1796.54,358.66
Rice,Uttar Pradesh,Rabi,490.15,35827.99,28965.72,1689.91,28.61,2481.64,1216.38
Wheat,Punjab,Rabi,462.5,66461.95,47690.98,984.87,31.27,2752.79,1273.17
Soybean,Madhya Pradesh,Kharif,277.89,62543.52,37589.4,642.13,29.76,1349.88,375.12
Groundnut,Tamil Nadu,Zaid,789.08,66151.48,42030.79,694.37,37.59,1479.44,1167.4
Sunflower,Tamil Nadu,Rabi,285.62,43620.47,37326.26,1502.82,30.55,1478.41,422.26
Barley,Karnataka,Zaid,697.67,19005.8,16755.77,1079.88,38.46,2878.8,2008.45
Sunflower,Karnataka,Kharif,35.27,58621.09,45652.06,1173.67,15.86,1281.55,45.2
Rice,Haryana,Rabi,738.35,37095.99,23046.71,1604.76,16.78,3320.79,2451.91
Sunflower,Maharashtra,Rabi,184.32,34754.55,24849.69,1107.38,30.01,1369.29,252.39
Cotton,Tamil Nadu,Kharif,751.16,33680.85,24534.64,986.25,32.82,886.61,665.99
Cotton,Gujarat,Zaid,96.12,17085.43,12592.73,1703.95,22.83,1294.98,124.47
Maize,Uttar Pradesh,Rabi,153.57,69217.55,55125.05,1072.19,37.2,2191.05,336.48
Jowar,Madhya Pradesh,Kharif,64.47,22492.53,14717.41,1374.37,30.39,1718.36,110.78
Cotton,Maharashtra,Rabi,371.43,20317.93,13571.12,1826.1,39.49,1352.15,502.23
Soybean,Tamil Nadu,Rabi,996.76,20442.38,16451.87,729.82,24.8,1449.77,1445.07
Barley,Andhra Pradesh,Zaid,334.78,33785.15,29994.36,1657.64,26.46,3293.04,1102.44
Maize,Madhya Pradesh,Zaid,870.42,53288.42,35885.9,1403.04,30.48,2488.94,2166.42
Barley,Tamil Nadu,Rabi,451.91,38922.75,24661.14,539.78,35.53,2522.44,1139.92
Cotton,Haryana,Kharif,608.49,54344.43,38684.7,1455.45,32.82,1088.02,662.05
Rice,Rajasthan,Zaid,205.68,35032.32,27852.34,1764.85,18.3,3120.34,641.79
Sunflower,Maharashtra,Kharif,258.41,19012.79,15575.82,808.44,26.31,1310.51,338.65
Sunflower,Andhra Pradesh,Kharif,891.93,49777.75,35053.67,1121.5,33.81,1569.19,1399.61
Soybean,Gujarat,Zaid,41.86,16793.1,11479.91,1201.86,28.91,1576.09,65.98
Rice,Haryana,Rabi,158.37,64729.0,43316.02,795.38,36.27,2374.85,376.1
Maize,Gujarat,Rabi,392.57,39145.55,32847.77,459.19,19.56,2143.9,841.63
Wheat,Andhra Pradesh,Kharif,874.51,33796.67,23580.97,359.65,31.29,2509.24,2194.36
Sunflower,Rajasthan,Rabi,353.72,49576.85,42912.97,1655.53,24.54,1803.85,638.06
Rice,Maharashtra,Kharif,348.92,42143.43,30553.11,526.11,19.09,2547.22,888.78
Sunflower,Karnataka,Kharif,277.23,36872.46,29648.4,1814.38,16.03,1559.04,432.21
Barley,Rajasthan,Rabi,370.07,49418.88,36917.81,542.81,16.39,2247.82,831.85
Rice,Haryana,Zaid,755.84,58433.47,36896.5,1721.73,25.2,3091.99,2337.05
Soybean,Andhra Pradesh,Kharif,619.35,49077.29,30002.31,794.13,25.34,1199.98,743.21
Barley,Rajasthan,Zaid,329.72,35247.35,21562.2,855.69,37.21,2864.33,944.43
Maize,Punjab,Kharif,256.68,68542.9,48942.03,1262.19,32.61,2665.52,684.19
Cotton,Uttar Pradesh,Rabi,282.08,26566.24,17025.86,341.64,38.39,617.4,174.16
Cotton,Andhra Pradesh,Kharif,116.25,33406.58,23246.46,557.01,35.26,657.34,76.42
Wheat,Gujarat,Rabi,716.77,38428.52,25249.59,676.53,26.08,3861.37,2767.71
Soybean,Punjab,Rabi,381.48,54538.29,47184.5,308.86,38.34,1354.99,516.9
Cotton,Madhya Pradesh,Rabi,323.17,18626.75,14612.95,1743.71,23.82,1289.52,416.73
Soybean,Punjab,Kharif,643.92,43901.91,30705.78,1966.0,22.99,2019.24,1300.23
Maize,Gujarat,Zaid,512.44,60250.92,53264.21,481.36,30.78,2453.94,1257.5
Rice,Uttar Pradesh,Kharif,745.21,64773.73,38949.77,300.56,26.81,2187.87,1630.42
Groundnut,Rajasthan,Rabi,45.14,33431.83,23985.02,1982.87,20.2,1942.29,87.67
Barley,Gujarat,Kharif,622.27,17058.76,14431.29,480.26,25.09,2572.23,1600.62
Maize,Haryana,Rabi,702.85,56016.32,37869.31,1788.69,26.5,2786.39,1958.41
Soybean,Madhya Pradesh,Kharif,822.53,68476.15,49041.15,826.41,15.77,1398.68,1150.46
Sugarcane,Karnataka,Kharif,37.71,29271.84,23670.26,734.35,33.22,57830.71,2180.8
Wheat,Rajasthan,Rabi,342.16,64532.55,39710.36,1532.51,15.58,4077.68,1395.22
Rice,Madhya Pradesh,Rabi,965.46,38954.49,29909.44,1368.69,38.37,2701.55,2608.24
Soybean,Tamil Nadu,Zaid,268.12,46454.44,41316.84,1788.45,36.9,1840.36,493.44
Groundnut,Gujarat,Zaid,903.4,34951.53,22281.71,544.83,37.27,1310.89,1184.26
Cotton,Karnataka,Kharif,572.2,62905.79,49925.0,1908.5,22.03,1352.82,774.08
Jowar,Uttar Pradesh,Kharif,494.02,36485.24,27056.77,1749.65,31.14,1830.58,904.34
Sunflower,Andhra Pradesh,Kharif,168.83,51504.28,37537.1,1742.94,34.46,1753.94,296.12
Jowar,Andhra Pradesh,Zaid,338.23,69899.61,59248.61,1802.63,38.43,1812.37,613.0
Cotton,Punjab,Zaid,316.94,67967.24,57299.52,323.95,37.65,509.38,161.44
Sunflower,Maharashtra,Kharif,380.88,64968.82,47583.83,1568.83,38.26,1465.96,558.35
Sunflower,Rajasthan,Rabi,112.04,52719.83,36474.1,552.6,25.57,1062.85,119.08
Cotton,Uttar Pradesh,Rabi,12.61,22320.58,19081.92,1962.66,18.95,1407.68,17.75
Groundnut,Haryana,Kharif,157.0,25247.03,22168.03,1499.67,18.8,1828.79,287.12
Soybean,Rajasthan,Kharif,542.27,48091.85,37635.31,959.91,25.53,1468.25,796.19
Barley,Haryana,Kharif,987.78,39178.95,31142.34,385.62,31.33,2170.52,2144.0
Jowar,Punjab,Kharif,181.31,40409.91,24671.11,1645.92,37.09,1900.35,344.55
Sugarcane,Karnataka,Kharif,312.58,65024.62,52104.47,1397.67,28.99,77378.93,24187.11
Rice,Andhra Pradesh,Rabi,226.67,68646.92,61683.01,428.51,38.41,2348.03,532.23
Maize,Uttar Pradesh,Rabi,338.44,68226.49,43013.47,1146.17,25.7,2664.81,901.88
Sugarcane,Maharashtra,Rabi,980.6,59250.73,50837.42,911.38,23.12,56472.05,55376.49
Sunflower,Tamil Nadu,Kharif,945.39,22908.18,19950.82,442.09,35.57,987.35,933.43
Groundnut,Gujarat,Zaid,706.44,50142.56,43307.36,1935.27,36.43,2184.39,1543.14
Barley,Punjab,Kharif,784.84,69006.08,49159.82,588.8,36.32,2769.79,2173.84
Groundnut,Karnataka,Rabi,732.6,34881.13,28181.25,324.36,23.12,1094.09,801.53
Sunflower,Gujarat,Zaid,314.9,49832.99,40193.16,1419.32,30.08,1348.31,424.58
Cotton,Uttar Pradesh,Kharif,337.81,35984.02,29521.16,1877.21,30.72,1261.52,426.15
Groundnut,Tamil Nadu,Rabi,83.19,43785.47,37882.78,1237.91,30.41,1763.32,146.69
Soybean,Karnataka,Rabi,181.22,50572.62,45405.92,1358.4,15.89,1733.47,314.14
Barley,Tamil Nadu,Rabi,196.19,59717.82,50965.68,739.65,23.14,2717.97,533.24
Barley,Haryana,Zaid,415.77,49705.78,35577.24,877.45,30.86,2695.67,1120.78
Maize,Andhra Pradesh,Rabi,113.35,52521.03,38456.52,1654.2,36.54,2628.87,297.98
Cotton,Madhya Pradesh,Kharif,41.58,42261.54,25519.44,1916.1,34.92,1362.32,56.65
Sugarcane,Maharashtra,Kharif,982.85,35545.17,29684.37,1059.59,36.6,68712.93,67534.5
Sugarcane,Karnataka,Kharif,601.36,31619.72,27407.92,1600.79,24.24,54199.4,32593.35
Sunflower,Tamil Nadu,Zaid,731.91,56344.44,46433.02,886.54,28.06,1138.18,833.05
Wheat,Punjab,Rabi,506.85,63975.64,46714.62,828.7,37.9,3439.23,1743.17
Jowar,Andhra Pradesh,Rabi,349.65,61391.54,43487.73,742.83,36.44,1191.1,416.47
Wheat,Karnataka,Kharif,872.12,36654.62,23966.56,305.86,23.25,3173.24,2767.45
Maize,Rajasthan,Kharif,420.52,19855.54,13116.22,562.95,27.04,2371.47,997.25
Wheat,Rajasthan,Kharif,457.11,22333.84,16906.82,1548.86,28.83,3842.86,1756.61
Sugarcane,Gujarat,Rabi,18.08,28825.57,19970.3,1348.63,19.31,62238.78,1125.28
Sugarcane,Karnataka,Zaid,950.99,47006.55,39425.25,1031.67,26.35,48662.92,46277.95
Maize,Madhya Pradesh,Kharif,199.64,42292.93,36798.36,848.0,31.3,2532.47,505.58
Rice,Haryana,Kharif,650.61,67594.94,56066.71,988.94,33.71,2717.9,1768.29
Groundnut,Gujarat,Kharif,410.79,19291.03,16739.04,718.94,16.6,1664.6,683.8
Barley,Gujarat,Kharif,715.59,59326.12,40221.62,811.05,31.53,2717.79,1944.82
Jowar,Tamil Nadu,Zaid,925.38,27100.55,18782.61,420.55,27.5,1070.96,991.04
Groundnut,Maharashtra,Zaid,408.9,61568.54,39860.61,336.79,34.62,1341.04,548.35
Jowar,Punjab,Rabi,643.81,29902.46,19047.15,554.53,34.57,998.98,643.15
Soybean,Madhya Pradesh,Kharif,581.47,43849.92,37050.31,1573.87,25.01,1943.38,1130.02
Soybean,Haryana,Rabi,815.71,24856.54,15526.9,858.21,25.61,1240.32,1011.74
Maize,Tamil Nadu,Zaid,301.34,15064.0,10754.54,1554.2,18.75,2892.32,871.57
Sugarcane,Andhra Pradesh,Kharif,617.64,67358.22,46693.48,1287.1,38.84,74169.72,45810.19
Sunflower,Rajasthan,Zaid,367.4,40902.63,34368.35,1083.19,16.57,1464.03,537.88
Sugarcane,Maharashtra,Zaid,592.31,34291.43,22785.59,497.99,36.99,78468.52,46477.69
Maize,Andhra Pradesh,Rabi,259.98,46996.16,31594.84,1058.96,18.07,2240.58,582.51
Sunflower,Karnataka,Kharif,835.93,44985.5,34474.03,1374.29,25.98,1434.16,1198.86
Jowar,Maharashtra,Kharif,634.48,59445.44,50568.6,1282.44,15.44,1502.94,953.59
Soybean,Andhra Pradesh,Rabi,613.48,59756.16,36324.9,1066.06,33.96,1739.18,1066.95
Jowar,Gujarat,Zaid,491.3,20027.91,12976.8,951.17,18.89,1444.9,709.88
Cotton,Andhra Pradesh,Kharif,725.82,19103.73,13771.28,304.34,27.78,578.21,419.68
Jowar,Tamil Nadu,Kharif,908.49,43815.14,34280.81,1994.09,22.47,1834.36,1666.5
Groundnut,Punjab,Rabi,164.5,27175.27,17567.27,814.03,33.11,1563.58,257.21
Groundnut,Andhra Pradesh,Rabi,223.5,48288.24,30373.94,1092.73,25.91,1498.83,334.99
Soybean,Tamil Nadu,Zaid,364.74,35895.02,30208.57,1410.32,25.92,1683.72,614.12
Maize,Uttar Pradesh,Kharif,641.55,57577.41,41507.55,1528.34,32.1,2679.72,1719.17
Maize,Uttar Pradesh,Rabi,551.9,48097.04,43267.83,642.01,28.08,2296.48,1267.43
Barley,Maharashtra,Zaid,572.78,33471.99,21910.18,850.69,16.23,2247.53,1287.34
Sugarcane,Gujarat,Zaid,779.76,29077.45,18757.67,894.67,29.94,67898.99,52944.92
Groundnut,Maharashtra,Zaid,450.48,27557.07,19520.84,337.35,38.84,1201.55,541.27
Sugarcane,Maharashtra,Rabi,826.98,19185.56,13517.16,1698.52,31.21,70933.44,58660.54
Jowar,Gujarat,Kharif,596.39,62357.25,41449.33,598.59,21.33,1079.04,643.53
Rice,Andhra Pradesh,Kharif,21.26,36753.72,32428.03,1781.31,27.79,2992.09,63.61
Barley,Maharashtra,Zaid,30.8,57050.61,48528.87,1353.02,33.72,2966.02,91.35
Sunflower,Haryana,Zaid,394.87,58553.08,43357.46,1456.36,30.54,1598.87,631.35
